facebook_profile,botUserId,language
https://www.facebook.com/keralasarkarjobnews/posts/,133858003,Malayalam
https://www.facebook.com/ZeeSarthakTV/posts/,133858024,Odia
https://www.facebook.com/sensibletrolls/posts/,133858052,Hindi
https://www.facebook.com/singershael/posts/,133858084,Hindi
https://www.facebook.com/shafiinspires/posts/,133858101,Malayalam
https://www.facebook.com/shafikollamofficial/posts/,133858122,Malayalam
https://www.facebook.com/ShitIndiansSayInc/posts/,133858150,Hindi
https://www.facebook.com/shotmemories/posts/,133858175,Telugu
https://www.facebook.com/ssrockin/posts/,133858198,Hindi
https://www.facebook.com/ShreeShanidham/posts/,133837960,Hindi
https://www.facebook.com/sidhant.amrut/posts/,133858219,Odia
https://www.facebook.com/sradhapanigrahi0/posts/,133858237,Odia
https://www.facebook.com/TheSimpleAstrologer/posts/,133858261,Telugu
https://www.facebook.com/Sworldodisha/posts/,133858297,Odia
https://www.facebook.com/sudhirchaudhary.72/posts/,133838188,Hindi
https://www.facebook.com/SRHOARMY/posts/,133858324,Telugu
https://www.facebook.com/tarangmusic/posts/,133858353,Odia
https://www.facebook.com/technologyandus/posts/,133858369,Telugu
https://www.facebook.com/tourismtelanganastate/posts/,133858393,Telugu
https://www.facebook.com/EntertainmentTelugu/posts/,133858413,Telugu
https://www.facebook.com/TeluguHealthTips360/posts/,133858446,Telugu
https://www.facebook.com/TeluguLiterature/posts/,133858470,Telugu
https://www.facebook.com/telugulovequotes/posts/,133858502,Telugu
https://www.facebook.com/ManaTelugu/posts/,133858548,Telugu
https://www.facebook.com/beautifulquotez/posts/,133858577,Telugu
https://www.facebook.com/teluguweddingphotography/posts/,133858602,Telugu
https://www.facebook.com/telugubhashasahityam/posts/,133858623,Telugu
https://www.facebook.com/TeluguSamskruthii/posts/,133858661,Telugu
https://www.facebook.com/thebackbenchersofficial/posts/,133858682,Hindi
https://www.facebook.com/dailysamaja/posts/,133858722,Odia
https://www.facebook.com/TheFinalNewsOnline/posts/,133858743,Malayalam
https://www.facebook.com/thejasonline/posts/,133858775,Malayalam
https://www.facebook.com/Thozhilvaartha/posts/,133858801,Malayalam
https://www.facebook.com/thozhilveedhi/posts/,133858821,Malayalam
https://www.facebook.com/Topnewskerala/posts/,133858835,Malayalam
https://www.facebook.com/HAHAHATCM/posts/,133858858,Malayalam
https://www.facebook.com/TeamVarshaOfficial/posts/,133858878,Odia
https://www.facebook.com/VibrantOdisha/posts/,133858910,Odia
https://www.facebook.com/viralollywood/posts/,133858946,Odia
https://www.facebook.com/visitodisha/posts/,133858963,Odia
https://www.facebook.com/wayanadvision.tv/posts/,133858999,Malayalam
https://www.facebook.com/wellnesskerala/posts/,133859017,Malayalam
https://www.facebook.com/whatsapp4udotcom/posts/,133859039,Telugu
https://www.facebook.com/ysjagan/posts/,133859076,Telugu
https://www.facebook.com/Girls/posts/,133837742,Hindi
https://www.facebook.com/ZeeOdisha/posts/,133859105,Odia
https://www.facebook.com/gurujihealthtips/posts/,133837874,Hindi
https://www.facebook.com/OdishaJagat/posts/,133859152,Odia
https://www.facebook.com/Besthealthtipspage/posts/,133859186,Telugu
https://www.facebook.com/charitraloeeroju/posts/,133859211,Telugu
https://www.facebook.com/niku.duram.aina.nenu/posts/,133859239,Telugu
https://www.facebook.com/nenunaprapancham/posts/,133859288,Telugu
https://www.facebook.com/PremaKavitalu/posts/,133859323,Telugu
https://www.facebook.com/srisaidwarakamayee/posts/,133859381,Telugu
https://www.facebook.com/loveubngm/posts/,133859413,Telugu
https://www.facebook.com/HealthyKeralamHD/posts/,133859455,Malayalam
https://www.facebook.com/arogyam.malayalam/posts/,133859486,Malayalam
https://www.facebook.com/OnlineHealthPortal4U/posts/,133859513,Malayalam
https://www.facebook.com/rob.IN.spires17/posts/,133859547,Malayalam
https://www.facebook.com/jobnewskerala/posts/,133859574,Malayalam
